output_prefix	name	motif_id	cluster	total_tfbs	SEA_mean_score	SEA_bound	NOSEA_mean_score	NOSEA_bound	SEA_NOSEA_change	SEA_NOSEA_pvalue	SEA_NOSEA_highlighted
ASCL1_MA1100.3	ASCL1	MA1100.3	C_Twist2	7511	0.07083	300	0.04255	185	0.08796	1.18918E-59	False
ASCL1_MA1631.2	ASCL1	MA1631.2	C_FIGLA	12491	0.09805	712	0.0659	489	0.03801	6.92389E-41	False
ATF2_MA1632.2	ATF2	MA1632.2	C_FOSL1::JUN	10478	0.03266	214	0.02489	157	0.01333	1.37272E-08	False
ATF3_MA0605.3	ATF3	MA0605.3	C_FOSL1::JUN	4372	0.03097	85	0.01895	52	0.03303	3.20132E-14	False
ATF4_MA0833.3	ATF4	MA0833.3	C_CEBPG	8233	0.0611	299	0.0468	251	-0.0477	1.76579E-34	False
ATF6_MA1466.2	ATF6	MA1466.2	C_CREB3	4383	0.14545	358	0.08903	240	0.09987	5.54594E-61	False
ATF7_MA0834.2	ATF7	MA0834.2	C_FOSL1::JUN	3903	0.0289	69	0.01575	33	0.08823	8.03977E-41	False
MAFK_MA0496.4	MAFK	MA0496.4	C_MAFG::NFE2L1	18357	0.07914	837	0.06061	667	-0.01293	1.30732E-09	False
BACH2_MA1101.3	BACH2	MA1101.3	C_FOSL1	12043	0.04741	336	0.03323	255	-0.00659	5.20366E-04	False
BACH2_MA1470.2	BACH2	MA1470.2	C_BACH2	4367	0.02973	83	0.02103	49	0.03621	1.69567E-14	False
BARHL1_MA0877.4	BARHL1	MA0877.4	C_BARHL1	3812	0.07512	156	0.0509	118	0.00428	6.04318E-01	False
BARHL2_MA0635.2	BARHL2	MA0635.2	C_BARHL1	3812	0.07512	156	0.0509	118	0.00428	6.04318E-01	False
BARX1_MA0875.2	BARX1	MA0875.2	C_RAX	7969	0.07964	301	0.06333	237	-0.02802	6.81273E-17	False
BARX2_MA1471.2	BARX2	MA1471.2	C_BARX2	6427	0.02689	108	0.0201	78	0.03045	9.41955E-11	False
BATF_MA1634.2	BATF	MA1634.2	C_FOSL1	15148	0.04382	406	0.03275	319	-0.00477	5.18677E-03	False
BATFJUN_MA0462.3	BATF::JUN	MA0462.3	C_FOSL1	15148	0.04382	406	0.03275	319	-0.00477	5.18677E-03	False
JUN_MA0488.2	JUN	MA0488.2	C_FOSL1::JUN	11274	0.03809	280	0.02741	187	0.00974	1.18356E-03	False
BATF3_MA0835.3	BATF3	MA0835.3	C_FOSL1	15148	0.04382	406	0.03275	319	-0.00477	5.18677E-03	False
BCL6_MA0463.3	BCL6	MA0463.3	C_BCL6	9449	0.06462	323	0.04998	229	-0.00641	1.22391E-01	False
BHLHE22_MA1635.2	BHLHE22	MA1635.2	C_Twist2	26214	0.05638	869	0.0357	560	0.09944	9.58838E-82	False
BHLHE23_MA0817.2	BHLHE23	MA0817.2	C_ATOH7	2612	0.36105	314	0.28841	254	-0.0493	1.73214E-27	False
BHLHE40_MA0464.3	BHLHE40	MA0464.3	C_Mlxip	3536	0.05809	118	0.03601	82	0.0974	2.59664E-36	False
BNC2_MA1928.2	BNC2	MA1928.2	C_FOSL1	15148	0.04382	406	0.03275	319	-0.00477	5.18677E-03	False
BSX_MA0876.2	BSX	MA0876.2	C_RAX	7969	0.07964	301	0.06333	237	-0.02802	6.81273E-17	False
CDX2_MA0465.3	CDX2	MA0465.3	C_Hoxd13	8661	0.09146	412	0.07444	356	-0.07528	1.71148E-59	False
CDX4_MA1473.2	CDX4	MA1473.2	C_HOXA10	8714	0.16122	658	0.14	557	-0.11034	5.58640E-76	True
CEBPA_MA0102.5	CEBPA	MA0102.5	C_CEBPA	9644	0.07407	394	0.06282	351	-0.07724	2.92418E-60	False
CEBPB_MA0466.4	CEBPB	MA0466.4	C_CEBPA	2384	0.04573	68	0.03891	62	-0.08422	3.20034E-34	False
CEBPD_MA0836.3	CEBPD	MA0836.3	C_CEBPA	9395	0.05831	318	0.05345	296	-0.08871	1.22317E-63	False
CEBPE_MA0837.3	CEBPE	MA0837.3	C_CEBPA	2554	0.04458	69	0.0374	65	-0.06295	3.88164E-27	False
CEBPG_MA1636.2	CEBPG	MA1636.2	C_CEBPG	8973	0.06784	343	0.05688	299	-0.07063	2.66080E-52	False
CLOCK_MA0819.3	CLOCK	MA0819.3	C_Mlxip	3000	0.05252	103	0.0302	62	0.13636	1.31848E-53	True
CREB1_MA0018.5	CREB1	MA0018.5	C_FOSL1::JUN	12554	0.03134	248	0.02524	192	-0.02009	3.88733E-11	False
CREB3_MA0638.2	CREB3	MA0638.2	C_CREB3	3829	0.09099	202	0.06282	155	0.03132	1.70785E-15	False
CREB3L1_MA0839.2	CREB3L1	MA0839.2	C_CREB3L1	4412	0.11677	314	0.07668	209	0.09282	4.42255E-61	False
CREB3L4_MA1474.2	CREB3L4	MA1474.2	C_CREB3L4	4007	0.14373	309	0.09572	219	0.05055	4.11766E-36	False
CREB3L4_MA1475.2	CREB3L4	MA1475.2	C_FOSL1::JUN	3983	0.03534	88	0.02401	60	0.07982	7.93333E-32	False
CREM_MA0609.3	CREM	MA0609.3	C_FOSL1::JUN	4845	0.03936	125	0.02915	94	0.01006	6.54881E-02	False
CTCF_MA0139.2	CTCF	MA0139.2	C_CTCF	19035	0.15828	1500	0.10311	1050	0.07011	9.23749E-70	False
CTCF_MA1929.2	CTCF	MA1929.2	C_CTCF	17080	0.20346	1673	0.16182	1360	-0.03371	3.08243E-51	False
CTCF_MA1930.2	CTCF	MA1930.2	C_CTCF	15116	0.26808	1697	0.21665	1368	-0.03186	1.16433E-41	False
CTCFL_MA1102.3	CTCFL	MA1102.3	C_CTCFL	12308	0.16711	1068	0.12349	757	0.0413	7.86502E-42	False
CUX1_MA0754.3	CUX1	MA0754.3	C_CUX1	1409	0.01527	9	0.0151	13	-0.09496	4.68029E-20	False
HOXB13_MA0901.3	HOXB13	MA0901.3	C_HOXB13	12922	0.04468	286	0.03502	248	-0.06459	4.19445E-49	False
CUX2_MA0755.2	CUX2	MA0755.2	C_CUX1	1398	0.01873	12	0.01573	13	-0.03777	1.56420E-06	False
DBP_MA0639.2	DBP	MA0639.2	C_DBP	3763	0.0664	147	0.0645	134	-0.11086	5.12532E-55	True
DLX1_MA0879.3	DLX1	MA0879.3	C_RAX	7969	0.07964	301	0.06333	237	-0.02802	6.81273E-17	False
DLX6_MA0882.2	DLX6	MA0882.2	C_RAX	7969	0.07964	301	0.06333	237	-0.02802	6.81273E-17	False
DMRT3_MA0610.2	DMRT3	MA0610.2	C_DMRT3	2869	0.2985	376	0.26569	321	-0.10466	5.62792E-60	True
DMRTA1_MA1707.2	DMRTA1	MA1707.2	C_DMRTA1	6209	0.17026	512	0.14067	428	-0.04361	1.72757E-34	False
DMRTA2_MA1478.2	DMRTA2	MA1478.2	C_DMRTA2	12864	0.32629	1596	0.28518	1391	-0.10264	9.37804E-91	True
DMRTC2_MA1479.2	DMRTC2	MA1479.2	C_DMRTC2	7056	0.05195	209	0.04239	186	-0.02618	2.87725E-09	False
DPRX_MA1480.2	DPRX	MA1480.2	C_DPRX	3984	0.28472	444	0.24654	418	-0.14803	1.13702E-81	True
DRGX_MA1481.2	DRGX	MA1481.2	C_VAX2	4821	0.05656	159	0.04428	128	-0.07551	1.53547E-41	False
E2F2_MA0864.3	E2F2	MA0864.3	C_E2F4	1501	0.0438	50	0.02053	19	0.23354	1.24995E-51	True
E2F3_MA0469.4	E2F3	MA0469.4	C_E2F3	1012	0.02211	17	0.00958	10	0.2524	3.31903E-36	True
ONECUT2_MA0756.3	ONECUT2	MA0756.3	C_ONECUT2	1320	0.08117	50	0.06172	47	-0.16824	5.06852E-56	True
E2F4_MA0470.3	E2F4	MA0470.3	C_E2F4	1581	0.05794	62	0.02771	24	0.24758	3.69968E-58	True
E2F6_MA0471.3	E2F6	MA0471.3	C_E2F6	19097	0.40098	2974	0.28789	2308	0.00833	3.77580E-09	False
E2F8_MA0865.3	E2F8	MA0865.3	C_E2F8	4906	0.09061	253	0.0639	163	0.07109	1.91756E-40	False
EBF1_MA0154.5	EBF1	MA0154.5	C_EBF1	12509	0.90382	3025	0.7574	2698	-0.10213	4.43124E-91	True
EBF3_MA1637.2	EBF3	MA1637.2	C_EBF3	12109	0.36001	1644	0.27715	1312	-0.00077	3.92245E-01	False
EGR1_MA0162.5	EGR1	MA0162.5	C_EGR1	14591	0.21352	1349	0.13958	912	0.09006	5.88751E-77	False
EGR3_MA0732.2	EGR3	MA0732.2	C_EGR1	12024	0.23916	1111	0.15798	789	0.03854	8.01087E-43	False
EGR4_MA0733.2	EGR4	MA0733.2	C_EGR1	11851	0.23745	1098	0.16508	816	-0.00446	2.00106E-03	False
EHF_MA0598.4	EHF	MA0598.4	C_GABPA	34797	0.21213	4421	0.14531	3079	0.082	2.22504E-102	True
ELF1_MA0473.4	ELF1	MA0473.4	C_GABPA	32421	0.2109	4025	0.14937	2868	0.07005	1.16151E-90	False
ELF2_MA1483.3	ELF2	MA1483.3	C_ELF2	14680	0.29363	2040	0.19676	1458	0.08081	2.02515E-80	False
ELF3_MA0640.3	ELF3	MA0640.3	C_GABPA	36823	0.20205	4438	0.1394	3125	0.07801	4.60203E-105	True
ELK1_MA0028.3	ELK1	MA0028.3	C_ETS1	8854	0.29721	1318	0.17995	870	0.14611	3.39681E-101	True
EOMES_MA0800.2	EOMES	MA0800.2	C_TBX2	7195	0.08172	330	0.06981	282	-0.10575	3.58786E-62	True
ETV7_MA1708.2	ETV7	MA1708.2	C_GABPA	20307	0.24411	2921	0.16562	2016	0.08283	6.73348E-88	False
HOXA1_MA1495.2	HOXA1	MA1495.2	C_VAX2	4821	0.05656	159	0.04428	128	-0.07551	1.53547E-41	False
ELK1HOXB13_MA1932.2	ELK1::HOXB13	MA1932.2	C_ELK1::HOXB13	7184	0.12121	537	0.08859	358	0.09681	1.97160E-68	False
PAX1_MA0779.2	PAX1	MA0779.2	C_PAX9	3548	0.14272	226	0.09739	165	-0.01659	1.71766E-05	False
PAX5_MA0014.4	PAX5	MA0014.4	C_PAX5	3289	0.26698	397	0.19357	302	0.00507	3.51759E-01	False
PAX9_MA0781.2	PAX9	MA0781.2	C_PAX9	3831	0.17154	239	0.11845	180	-0.01747	4.10173E-11	False
SPDEF_MA0686.2	SPDEF	MA0686.2	C_ELF2	6538	0.31274	964	0.21426	700	0.06079	7.62564E-50	False
ELK1SREBF2_MA1933.2	ELK1::SREBF2	MA1933.2	C_ELK1::SREBF2	6660	0.5084	1336	0.36763	985	0.0362	2.57875E-45	False
SREBF2_MA0828.3	SREBF2	MA0828.3	C_BHLHE41	3073	0.06182	109	0.03304	72	0.12077	2.47364E-54	True
TEF_MA0843.2	TEF	MA0843.2	C_DBP	3646	0.07894	166	0.07996	159	-0.13311	3.56315E-66	True
ELK3_MA0759.3	ELK3	MA0759.3	C_ETS1	7328	0.41429	1401	0.25836	977	0.12889	4.11740E-88	True
ELK4_MA0076.3	ELK4	MA0076.3	C_GABPA	14510	0.25647	2088	0.16978	1409	0.10809	1.78613E-92	True
EMX1_MA0612.3	EMX1	MA0612.3	C_VAX2	4821	0.05656	159	0.04428	128	-0.07551	1.53547E-41	False
EMX2_MA0886.2	EMX2	MA0886.2	C_VAX2	4821	0.05656	159	0.04428	128	-0.07551	1.53547E-41	False
EN1_MA0027.3	EN1	MA0027.3	C_VAX2	4821	0.05656	159	0.04428	128	-0.07551	1.53547E-41	False
EN2_MA0642.3	EN2	MA0642.3	C_PRRX2	3987	0.13522	207	0.11105	180	-0.10405	3.68213E-50	False
ERF_MA0760.2	ERF	MA0760.2	C_ETS1	10958	0.25125	1405	0.15543	952	0.12261	4.42218E-94	True
ERFFIGLA_MA1934.2	ERF::FIGLA	MA1934.2	C_ETV5::FIGLA	10732	0.38646	1889	0.28551	1435	0.02306	1.63757E-33	False
FIGLA_MA0820.2	FIGLA	MA0820.2	C_FIGLA	23498	0.06074	750	0.04172	559	-0.00284	1.41999E-02	False
ERFFOXI1_MA1935.2	ERF::FOXI1	MA1935.2	C_ETV2::FOXI1	25927	0.16815	2364	0.12527	1769	0.03035	7.84503E-50	False
ERFFOXO1_MA1936.2	ERF::FOXO1	MA1936.2	C_ETV2::FOXI1	20418	0.1225	1439	0.09526	1142	-0.02049	1.43153E-28	False
ERFHOXB13_MA1937.2	ERF::HOXB13	MA1937.2	C_ERF::HOXB13	7993	0.11797	538	0.08452	390	0.0538	4.31070E-39	False
MAX_MA0058.4	MAX	MA0058.4	C_Mlxip	8289	0.07507	372	0.04581	238	0.10053	5.54030E-67	False
ERFNHLH1_MA1938.2	ERF::NHLH1	MA1938.2	C_ERF::NHLH1	11246	0.24079	1065	0.17862	777	0.02602	1.42762E-33	False
NHLH1_MA0048.3	NHLH1	MA0048.3	C_Twist2	12999	0.05549	476	0.0363	296	0.07193	3.68644E-52	False
ERFSREBF2_MA1939.2	ERF::SREBF2	MA1939.2	C_ERF::SREBF2	5098	0.13623	407	0.09969	285	0.00066	6.11087E-01	False
ESR1_MA0112.4	ESR1	MA0112.4	C_ESR2	6293	0.03721	127	0.02683	96	0.05987	2.22693E-27	False
ESRRA_MA0592.4	ESRRA	MA0592.4	C_Nr1h3	11642	0.00752	47	0.00481	42	0.06709	3.93448E-24	False
ESRRB_MA0141.4	ESRRB	MA0141.4	C_Nr1h3	9774	0.0307	183	0.02035	125	0.0984	1.99910E-50	False
ESX1_MA0644.3	ESX1	MA0644.3	C_VAX2	3744	0.06191	138	0.05441	129	-0.13353	8.14882E-62	True
ETS1_MA0098.4	ETS1	MA0098.4	C_ETS1	11467	0.24947	1484	0.15639	1005	0.12503	1.63082E-94	True
ETS2_MA1484.2	ETS2	MA1484.2	C_ETS1	10622	0.28083	1476	0.17541	1015	0.11938	7.94245E-88	True
ETV1_MA0761.3	ETV1	MA0761.3	C_GABPA	34087	0.15857	3074	0.10605	2116	0.10386	7.11816E-105	True
ETV2_MA0762.2	ETV2	MA0762.2	C_ETS1	12382	0.20704	1376	0.12697	927	0.12973	5.24829E-93	True
ETV2DRGX_MA1940.2	ETV2::DRGX	MA1940.2	C_ETV5::DRGX	6612	0.15782	581	0.1198	415	0.01264	1.42810E-09	False
ETV2FIGLA_MA1941.2	ETV2::FIGLA	MA1941.2	C_ETV5::FIGLA	11559	0.38518	2000	0.28169	1478	0.03918	4.62197E-53	False
ETV2FOXI1_MA1942.2	ETV2::FOXI1	MA1942.2	C_ETV2::FOXI1	28203	0.22141	3247	0.16286	2389	0.04978	2.10744E-75	False
ETV2HOXB13_MA1943.2	ETV2::HOXB13	MA1943.2	C_ETV2::HOXB13	4909	0.1153	305	0.07812	228	0.04026	1.14303E-21	False
ETV3_MA0763.2	ETV3	MA0763.2	C_ETS1	7981	0.22203	980	0.13415	624	0.14747	1.04371E-92	True
ETV4_MA0764.4	ETV4	MA0764.4	C_ETS1	9160	0.29572	1353	0.17787	895	0.14522	6.83640E-94	True
ETV5_MA0765.4	ETV5	MA0765.4	C_ETS1	6058	0.3351	1004	0.20449	674	0.14451	3.51021E-91	True
ETV5DRGX_MA1944.2	ETV5::DRGX	MA1944.2	C_ETV5::DRGX	9991	0.18987	1062	0.13998	761	0.03726	2.75905E-40	False
ETV5FIGLA_MA1945.2	ETV5::FIGLA	MA1945.2	C_ETV5::FIGLA	14821	0.25094	1807	0.17814	1340	0.04236	2.35753E-51	False
ETV5FOXI1_MA1946.2	ETV5::FOXI1	MA1946.2	C_ETV2::FOXI1	18728	0.14062	1393	0.10564	1021	0.02193	2.47383E-29	False
ETV5FOXO1_MA1947.2	ETV5::FOXO1	MA1947.2	C_ETV5::FOXO1	16962	0.10977	1046	0.08485	800	0.00525	7.75246E-06	False
ETV5HOXA2_MA1948.2	ETV5::HOXA2	MA1948.2	C_ETV5::HOXA2	6624	0.18159	653	0.13472	470	0.02458	1.70409E-19	False
HOXA2_MA0900.3	HOXA2	MA0900.3	C_VAX2	4821	0.05656	159	0.04428	128	-0.07551	1.53547E-41	False
ETV6_MA0645.2	ETV6	MA0645.2	C_GABPA	18283	0.25139	2761	0.16424	1861	0.10673	2.37841E-100	True
EVX1_MA0887.2	EVX1	MA0887.2	C_VAX2	4821	0.05656	159	0.04428	128	-0.07551	1.53547E-41	False
EVX2_MA0888.2	EVX2	MA0888.2	C_VAX2	4821	0.05656	159	0.04428	128	-0.07551	1.53547E-41	False
FEV_MA0156.4	FEV	MA0156.4	C_ETS1	8479	0.26916	1164	0.1627	766	0.14501	3.19408E-95	True
FLI1_MA0475.3	FLI1	MA0475.3	C_ETS1	9768	0.26185	1252	0.1645	852	0.1257	6.03832E-92	True
FLI1DRGX_MA1949.2	FLI1::DRGX	MA1949.2	C_FLI1::DRGX	8598	0.12471	598	0.09039	459	0.02672	2.81569E-24	False
FLI1FOXI1_MA1950.2	FLI1::FOXI1	MA1950.2	C_ETV2::FOXI1	25112	0.16759	2224	0.13265	1770	-0.02138	2.79870E-36	False
FOS_MA0476.2	FOS	MA0476.2	C_FOSL1	16065	0.04558	408	0.03483	332	0.01329	5.24930E-09	False
FOS_MA1951.2	FOS	MA1951.2	C_FOSL1::JUN	5063	0.04732	140	0.03375	107	5e-05	1.06715E-01	False
FOSJUN_MA0099.4	FOS::JUN	MA0099.4	C_FOSL1	15018	0.06483	549	0.0497	442	-0.01043	3.19712E-05	False
FOSJUN_MA1126.2	FOS::JUN	MA1126.2	C_FOSL1::JUN	5850	0.03501	128	0.02255	82	0.06459	3.16521E-32	False
FOSJUNB_MA1134.2	FOS::JUNB	MA1134.2	C_FOSL1	14543	0.05978	507	0.04587	407	-0.01497	6.19966E-09	False
JUNB_MA1140.3	JUNB	MA1140.3	C_FOSL1::JUN	4624	0.05195	134	0.03218	88	0.02752	1.41069E-10	False
JUNB_MA0490.3	JUNB	MA0490.3	C_FOSL1	16214	0.05017	488	0.03834	390	-0.00888	6.85380E-04	False
FOSJUND_MA1141.2	FOS::JUND	MA1141.2	C_FOSL1	16525	0.06436	598	0.04997	488	-0.01289	1.02826E-16	False
JUND_MA0492.2	JUND	MA0492.2	C_FOSL1::JUN	9721	0.04185	243	0.03202	188	-0.03206	3.23965E-21	False
JUND_MA0491.3	JUND	MA0491.3	C_FOSL1	14848	0.05039	452	0.03891	361	-0.01305	7.33034E-08	False
FOSBJUNB_MA1135.2	FOSB::JUNB	MA1135.2	C_FOSL1	14989	0.06833	573	0.05395	465	-0.01843	6.73550E-19	False
FOSL1_MA0477.3	FOSL1	MA0477.3	C_FOSL1	16937	0.05345	542	0.04045	433	-0.00437	3.91946E-03	False
FOSL1JUN_MA1128.2	FOSL1::JUN	MA1128.2	C_FOSL1	16761	0.06408	605	0.04986	497	-0.01595	5.48460E-15	False
FOSL1JUNB_MA1137.2	FOSL1::JUNB	MA1137.2	C_FOSL1	15090	0.06076	513	0.04803	432	-0.02821	1.33846E-29	False
FOSL1JUND_MA1142.2	FOSL1::JUND	MA1142.2	C_FOSL1	19166	0.04287	495	0.03107	371	0.01525	1.22242E-16	False
FOSL1JUND_MA1143.2	FOSL1::JUND	MA1143.2	C_FOSL1::JUND	6271	0.02032	72	0.01469	58	0.01579	7.72128E-05	False
