"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009161","ribonucleoside monophosphate metabolic process","3/2081","54/28564",0.76336592291598,0.810511471999224,0.60388938402725,"Ak9/Adk/Impdh1",3
"GO:0051289","protein homotetramerization","3/2081","54/28564",0.76336592291598,0.810511471999224,0.60388938402725,"Acaca/Acacb/Crtc1",3
"GO:0060251","regulation of glial cell proliferation","3/2081","54/28564",0.76336592291598,0.810511471999224,0.60388938402725,"Pmp22/Ptk2/Etv5",3
"GO:0090329","regulation of DNA-templated DNA replication","3/2081","54/28564",0.76336592291598,0.810511471999224,0.60388938402725,"Nuggc/Dach1/Fbh1",3
"GO:0018022","peptidyl-lysine methylation","7/2081","118/28564",0.764695392935149,0.81180725969898,0.604854839129207,"Smyd3/Camkmt/Ehmt1/Chd5/Etfbkmt/Kmt2a/Nnmt",7
"GO:0001910","regulation of leukocyte mediated cytotoxicity","8/2081","134/28564",0.768309470884132,0.815527691610079,0.607626828684848,"F2rl1/Gimap5/Gimap3/Klrb1a/Clec2d/Klri2/Ceacam1/Itgam",8
"GO:0042509","regulation of tyrosine phosphorylation of STAT protein","4/2081","71/28564",0.76942077066041,0.816590849272326,0.608418957665076,"Tnfsf18/Il6st/Ptpn2/Fgfr3",4
"GO:0009451","RNA modification","9/2081","150/28564",0.772276149910554,0.819504441900808,0.610589793882089,"Tyw5/Adarb1/Cdkal1/Elp3/Zc3h13/Cmtr1/Thada/Tyw3/Tarbp1",9
"GO:1901293","nucleoside phosphate biosynthetic process","17/2081","271/28564",0.772766324635073,0.8199077138802,0.610890260532647,"Ndufa10/Kmo/Ak9/Nmrk2/Adcy1/Acsl6/Ndufs6/Adk/Pnp2/Prkn/Entpd8/Ndufs3/Acacb/Nos1/Impdh1/Nadsyn1/Nmnat3",17
"GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","3/2081","55/28564",0.774202948825767,0.821094139799324,0.611774233236607,"Tnfsf18/Il6st/Fgfr3",3
"GO:0001556","oocyte maturation","2/2081","38/28564",0.775208169600974,0.821094139799324,0.611774233236607,"Plcb1/Pde3a",2
"GO:0009154","purine ribonucleotide catabolic process","2/2081","38/28564",0.775208169600974,0.821094139799324,0.611774233236607,"Nudt18/Pde9a",2
"GO:0030808","regulation of nucleotide biosynthetic process","2/2081","38/28564",0.775208169600974,0.821094139799324,0.611774233236607,"Prkn/Nos1",2
"GO:0033866","nucleoside bisphosphate biosynthetic process","2/2081","38/28564",0.775208169600974,0.821094139799324,0.611774233236607,"Acsl6/Acacb",2
"GO:0034030","ribonucleoside bisphosphate biosynthetic process","2/2081","38/28564",0.775208169600974,0.821094139799324,0.611774233236607,"Acsl6/Acacb",2
"GO:0034033","purine nucleoside bisphosphate biosynthetic process","2/2081","38/28564",0.775208169600974,0.821094139799324,0.611774233236607,"Acsl6/Acacb",2
"GO:0044743","protein transmembrane import into intracellular organelle","2/2081","38/28564",0.775208169600974,0.821094139799324,0.611774233236607,"Tomm40/AU015836",2
"GO:0044786","cell cycle DNA replication","2/2081","38/28564",0.775208169600974,0.821094139799324,0.611774233236607,"Nuggc/Dach1",2
"GO:1900371","regulation of purine nucleotide biosynthetic process","2/2081","38/28564",0.775208169600974,0.821094139799324,0.611774233236607,"Prkn/Nos1",2
"GO:1901020","negative regulation of calcium ion transmembrane transporter activity","2/2081","38/28564",0.775208169600974,0.821094139799324,0.611774233236607,"Calm1/Dysf",2
"GO:1903715","regulation of aerobic respiration","2/2081","38/28564",0.775208169600974,0.821094139799324,0.611774233236607,"Hif1a/Cbfa2t3",2
"GO:0016571","histone methylation","8/2081","135/28564",0.775324429184968,0.821100448264746,0.611778933497405,"Smyd3/Ehmt1/Pax7/Chd5/Prmt7/Fendrr/Kmt2a/Nnmt",8
"GO:1990542","mitochondrial transmembrane transport","5/2081","88/28564",0.777150924187826,0.821675586443399,0.612207452836657,"Sfxn1/Bhlha15/Slc41a3/Tomm40/AU015836",5
"GO:0010389","regulation of G2/M transition of mitotic cell cycle","6/2081","104/28564",0.777705452408223,0.821675586443399,0.612207452836657,"Rnaseh2b/Pabir1/Syf2/Rint1/Plk1/Ccnd1",6
"GO:1902373","negative regulation of mRNA catabolic process","4/2081","72/28564",0.778822203976471,0.821675586443399,0.612207452836657,"Larp1/Axin2/Igf2bp2/Dhx34",4
"GO:0002643","regulation of tolerance induction","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Lilrb4b",1
"GO:0003159","morphogenesis of an endothelium","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Foxp1",1
"GO:0003161","cardiac conduction system development","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Tbx5",1
"GO:0006613","cotranslational protein targeting to membrane","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Sec61b",1
"GO:0010801","negative regulation of peptidyl-threonine phosphorylation","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Ppp2r5d",1
"GO:0014856","skeletal muscle cell proliferation","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Angpt1",1
"GO:0015810","aspartate transmembrane transport","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Slc13a3",1
"GO:0016075","rRNA catabolic process","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Exosc10",1
"GO:0021534","cell proliferation in hindbrain","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Zfp423",1
"GO:0030150","protein import into mitochondrial matrix","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Tomm40",1
"GO:0032252","secretory granule localization","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Pik3cg",1
"GO:0032495","response to muramyl dipeptide","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Inava",1
"GO:0032986","protein-DNA complex disassembly","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Smarcc1",1
"GO:0033962","P-body assembly","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Rc3h1",1
"GO:0035518","histone H2A monoubiquitination","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Pcgf3",1
"GO:0036003","positive regulation of transcription from RNA polymerase II promoter in response to stress","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Hif1a",1
"GO:0038093","Fc receptor signaling pathway","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Nr4a3",1
"GO:0042772","DNA damage response, signal transduction resulting in transcription","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Tfap4",1
"GO:0043373","CD4-positive, alpha-beta T cell lineage commitment","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Tnfsf18",1
"GO:0043691","reverse cholesterol transport","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Apoe",1
"GO:0043984","histone H4-K16 acetylation","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Atg5",1
"GO:0044872","lipoprotein localization","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Vmp1",1
"GO:0045721","negative regulation of gluconeogenesis","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Lepr",1
"GO:0046514","ceramide catabolic process","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Cel",1
"GO:0046835","carbohydrate phosphorylation","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Hk2",1
"GO:0048143","astrocyte activation","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Ldlr",1
"GO:0061154","endothelial tube morphogenesis","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Foxp1",1
"GO:0097320","plasma membrane tubulation","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Sh3gl2",1
"GO:1902004","positive regulation of amyloid-beta formation","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Apoe",1
"GO:1904251","regulation of bile acid metabolic process","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Star",1
"GO:1904424","regulation of GTP binding","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Arhgef7",1
"GO:1904505","regulation of telomere maintenance in response to DNA damage","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Actl6a",1
"GO:1904754","positive regulation of vascular associated smooth muscle cell migration","1/2081","20/28564",0.77984121684882,0.821675586443399,0.612207452836657,"Nr4a3",1
"GO:0061982","meiosis I cell cycle process","8/2081","136/28564",0.782183524027567,0.824026910962526,0.613959358842381,"Ubb/Hsf2bp/Morc2b/Gm960/Terb2/Ccne1/Plk1/Syce1",8
"GO:0006260","DNA replication","17/2081","273/28564",0.782627975078384,0.824378469857576,0.614221295523003,"Prim2/Lpin1/Rnaseh1/Nuggc/Dach1/Rmi2/Poll/Fbh1/Actl6a/Bcar3/Meaf6/Ucn/Poln/Ccne1/Lig4/Nfix/Traip",17
"GO:0046633","alpha-beta T cell proliferation","3/2081","56/28564",0.784629208623359,0.826135760819277,0.615530603772274,"Zap70/Dock2/Card11",3
"GO:0072666","establishment of protein localization to vacuole","3/2081","56/28564",0.784629208623359,0.826135760819277,0.615530603772274,"Ncoa4/Lhcgr/Snx16",3
"GO:1903170","negative regulation of calcium ion transmembrane transport","3/2081","56/28564",0.784629208623359,0.826135760819277,0.615530603772274,"Ahr/Calm1/Dysf",3
"GO:0050654","chondroitin sulfate proteoglycan metabolic process","2/2081","39/28564",0.787491253330963,0.828625603485263,0.617385715767393,"Egflam/Xylt1",2
"GO:0070266","necroptotic process","2/2081","39/28564",0.787491253330963,0.828625603485263,0.617385715767393,"Bok/Map3k7",2
"GO:0000375","RNA splicing, via transesterification reactions","18/2081","289/28564",0.787550529911101,0.828625603485263,0.617385715767393,"Cwc25/Rbfox3/Mbnl2/Rbfox1/Dyrk1a/Luc7l/Rbm20/Zfp64/Fxr1/Mbnl1/Bcas2/Ppie/Sfpq/Syf2/Myod1/Yju2b/Prmt7/Gpkow",18
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","18/2081","289/28564",0.787550529911101,0.828625603485263,0.617385715767393,"Cwc25/Rbfox3/Mbnl2/Rbfox1/Dyrk1a/Luc7l/Rbm20/Zfp64/Fxr1/Mbnl1/Bcas2/Ppie/Sfpq/Syf2/Myod1/Yju2b/Prmt7/Gpkow",18
"GO:0000398","mRNA splicing, via spliceosome","18/2081","289/28564",0.787550529911101,0.828625603485263,0.617385715767393,"Cwc25/Rbfox3/Mbnl2/Rbfox1/Dyrk1a/Luc7l/Rbm20/Zfp64/Fxr1/Mbnl1/Bcas2/Ppie/Sfpq/Syf2/Myod1/Yju2b/Prmt7/Gpkow",18
"GO:0072665","protein localization to vacuole","4/2081","73/28564",0.787917255318191,0.828894297426316,0.617585912092998,"Sh3bp4/Ncoa4/Lhcgr/Snx16",4
"GO:0050000","chromosome localization","5/2081","90/28564",0.793569283148111,0.834218421941876,0.621552768066368,"Terb2/Fam83d/Nudc/Mad1l1/Chmp1a",5
"GO:0006695","cholesterol biosynthetic process","3/2081","57/28564",0.79465348939784,0.834218421941876,0.621552768066368,"Por/Apoe/Dhcr7",3
"GO:1902653","secondary alcohol biosynthetic process","3/2081","57/28564",0.79465348939784,0.834218421941876,0.621552768066368,"Por/Apoe/Dhcr7",3
"GO:0006275","regulation of DNA replication","8/2081","138/28564",0.795437265087624,0.834218421941876,0.621552768066368,"Lpin1/Nuggc/Dach1/Fbh1/Actl6a/Bcar3/Meaf6/Ucn",8
"GO:0002863","positive regulation of inflammatory response to antigenic stimulus","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Btk",1
"GO:0006448","regulation of translational elongation","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Dph5",1
"GO:0006896","Golgi to vacuole transport","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Ankfy1",1
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"H2-Aa",1
"GO:0019985","translesion synthesis","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Poln",1
"GO:0032310","prostaglandin secretion","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Map2k6",1
"GO:0034122","negative regulation of toll-like receptor signaling pathway","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Otud4",1
"GO:0042448","progesterone metabolic process","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Egr1",1
"GO:0045624","positive regulation of T-helper cell differentiation","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Socs5",1
"GO:0050650","chondroitin sulfate proteoglycan biosynthetic process","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Xylt1",1
"GO:0051567","histone H3-K9 methylation","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Ehmt1",1
"GO:0070166","enamel mineralization","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Itgb6",1
"GO:0070230","positive regulation of lymphocyte apoptotic process","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Fnip1",1
"GO:0070423","nucleotide-binding oligomerization domain containing signaling pathway","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Inava",1
"GO:0071397","cellular response to cholesterol","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Inhbb",1
"GO:0072537","fibroblast activation","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Gsk3b",1
"GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Mad1l1",1
"GO:1901387","positive regulation of voltage-gated calcium channel activity","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Cacnb4",1
"GO:1901623","regulation of lymphocyte chemotaxis","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Nedd9",1
"GO:1903427","negative regulation of reactive oxygen species biosynthetic process","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Prkn",1
"GO:1903504","regulation of mitotic spindle checkpoint","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Mad1l1",1
"GO:2000136","regulation of cell proliferation involved in heart morphogenesis","1/2081","21/28564",0.795891890466309,0.834218421941876,0.621552768066368,"Tbx5",1
"GO:0006721","terpenoid metabolic process","4/2081","74/28564",0.796710647762037,0.83472400590297,0.621929464507304,"Abca4/Plb1/Cyp3a41a/Prmt3",4
"GO:0044458","motile cilium assembly","4/2081","74/28564",0.796710647762037,0.83472400590297,0.621929464507304,"Kif3a/Ift81/Dnaaf1/Ulk4",4
"GO:0097194","execution phase of apoptosis","4/2081","74/28564",0.796710647762037,0.83472400590297,0.621929464507304,"Bok/Blcap/Zc3h12a/Cidec",4
"GO:0046700","heterocycle catabolic process","28/2081","440/28564",0.798156295961275,0.836120949498414,0.622970288032346,"Gsta3/Rc3h1/Kmo/Larp1/Axin2/Rnaseh1/Zfp36l1/Skic3/Pnp2/Rnaseh2b/Nudt18/Igf2bp2/Pde9a/Rock1/Dcp2/Nanos1/Fbh1/Entpd8/Fxr1/Zc3h12a/Exosc10/Snd1/Dcp1b/Dhx34/Nlrp5/Smg1/Zc3h18/Mthfs",28
"GO:0001835","blastocyst hatching","2/2081","40/28564",0.799178783992533,0.836133080539763,0.622979326531295,"Crxos/Plpp4",2
"GO:0006026","aminoglycan catabolic process","2/2081","40/28564",0.799178783992533,0.836133080539763,0.622979326531295,"Pglyrp2/Slc9a1",2
"GO:0006284","base-excision repair","2/2081","40/28564",0.799178783992533,0.836133080539763,0.622979326531295,"Ercc6/Poll",2
"GO:0009066","aspartate family amino acid metabolic process","2/2081","40/28564",0.799178783992533,0.836133080539763,0.622979326531295,"Bhmt/Got1",2
"GO:0010664","negative regulation of striated muscle cell apoptotic process","2/2081","40/28564",0.799178783992533,0.836133080539763,0.622979326531295,"Atg5/Bag3",2
"GO:0030521","androgen receptor signaling pathway","2/2081","40/28564",0.799178783992533,0.836133080539763,0.622979326531295,"Phb/Foxp1",2
"GO:0035188","hatching","2/2081","40/28564",0.799178783992533,0.836133080539763,0.622979326531295,"Crxos/Plpp4",2
"GO:0051125","regulation of actin nucleation","2/2081","40/28564",0.799178783992533,0.836133080539763,0.622979326531295,"Ctnna2/Fchsd2",2
"GO:0071684","organism emergence from protective structure","2/2081","40/28564",0.799178783992533,0.836133080539763,0.622979326531295,"Crxos/Plpp4",2
"GO:0033619","membrane protein proteolysis","3/2081","58/28564",0.804285004365812,0.841357163083067,0.626871644034712,"Erap1/Ret/Apoe",3
"GO:0051321","meiotic cell cycle","21/2081","339/28564",0.80962922465751,0.844938198413769,0.629539773104747,"Camk2b/Ubb/Tex14/Spin1/Hsf2bp/Morc2b/Spire1/Gm960/Terb2/Plcb1/Rspo1/Wnt4/Msx1/Pde3a/Arhgap33os/Ccne1/Plk1/Mki67/Syce1/Tubgcp3/1700013H16Rik",21
"GO:0002861","regulation of inflammatory response to antigenic stimulus","2/2081","41/28564",0.810292295182218,0.844938198413769,0.629539773104747,"Psma1/Btk",2
"GO:0070269","pyroptosis","2/2081","41/28564",0.810292295182218,0.844938198413769,0.629539773104747,"Nlrp1b/Naip1",2
"GO:0071827","plasma lipoprotein particle organization","2/2081","41/28564",0.810292295182218,0.844938198413769,0.629539773104747,"Acsl3/Apoe",2
"GO:0001975","response to amphetamine","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Grin1",1
"GO:0002363","alpha-beta T cell lineage commitment","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Tnfsf18",1
"GO:0006541","glutamine metabolic process","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Asl",1
"GO:0006740","NADPH regeneration","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Aldh1l1",1
"GO:0009110","vitamin biosynthetic process","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Ubiad1",1
"GO:0009164","nucleoside catabolic process","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Pnp2",1
"GO:0010818","T cell chemotaxis","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Slc12a2",1
"GO:0010885","regulation of cholesterol storage","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Ttc39b",1
"GO:0017121","plasma membrane phospholipid scrambling","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Ano7",1
"GO:0021513","spinal cord dorsal/ventral patterning","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Rab23",1
"GO:0032515","negative regulation of phosphoprotein phosphatase activity","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Rock1",1
"GO:0035751","regulation of lysosomal lumen pH","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Lrrk2",1
"GO:0035872","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Inava",1
"GO:0042730","fibrinolysis","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Plg",1
"GO:0044851","hair cycle phase","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Gal",1
"GO:0045606","positive regulation of epidermal cell differentiation","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Vdr",1
"GO:0046782","regulation of viral transcription","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Trim62",1
"GO:0046931","pore complex assembly","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Plekha7",1
"GO:0060602","branch elongation of an epithelium","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Tnc",1
"GO:0061323","cell proliferation involved in heart morphogenesis","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Tbx5",1
"GO:0070734","histone H3-K27 methylation","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Chd5",1
"GO:0072378","blood coagulation, fibrin clot formation","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Fbln1",1
"GO:0090201","negative regulation of release of cytochrome c from mitochondria","1/2081","22/28564",0.810772911239865,0.844938198413769,0.629539773104747,"Prkn",1
"GO:0016072","rRNA metabolic process","15/2081","249/28564",0.812031916874763,0.846131801401979,0.630429093241753,"Wdr75/Ddx18/Utp20/Utp6/Znhit3/Usp36/Spin1/Rps24/Ercc6/Srfbp1/Tcof1/Rpl11/Exosc10/Bms1/Ercc2",15
"GO:0007566","embryo implantation","4/2081","76/28564",0.813412997123803,0.846984898640673,0.631064712087121,"Vmp1/Rxra/Nlrp5/Cdh1",4
"GO:0002548","monocyte chemotaxis","3/2081","59/28564",0.813533318817949,0.846984898640673,0.631064712087121,"Tnfsf18/Ccl11/Cxcl17",3
"GO:0035458","cellular response to interferon-beta","3/2081","59/28564",0.813533318817949,0.846984898640673,0.631064712087121,"Gm4841/Gbp6/Oas1f",3
"GO:0050832","defense response to fungus","3/2081","59/28564",0.813533318817949,0.846984898640673,0.631064712087121,"Trim62/Tac1/Clec4a4",3
"GO:0071103","DNA conformation change","3/2081","59/28564",0.813533318817949,0.846984898640673,0.631064712087121,"Ascc3/Abl1/Mthfs",3
"GO:1901607","alpha-amino acid biosynthetic process","3/2081","59/28564",0.813533318817949,0.846984898640673,0.631064712087121,"Bhmt/Got1/Asl",3
"GO:0009165","nucleotide biosynthetic process","16/2081","266/28564",0.819980965317488,0.853578283572001,0.63597725842655,"Ndufa10/Kmo/Ak9/Nmrk2/Adcy1/Acsl6/Ndufs6/Adk/Pnp2/Prkn/Ndufs3/Acacb/Nos1/Impdh1/Nadsyn1/Nmnat3",16
"GO:0000578","embryonic axis specification","2/2081","42/28564",0.820853345287309,0.853770057610553,0.636120143888403,"Neurog1/Wnt7a",2
"GO:0019755","one-carbon compound transport","2/2081","42/28564",0.820853345287309,0.853770057610553,0.636120143888403,"Slc26a9/Slc4a9",2
"GO:0032527","protein exit from endoplasmic reticulum","2/2081","42/28564",0.820853345287309,0.853770057610553,0.636120143888403,"Os9/Sec61b",2
"GO:0045191","regulation of isotype switching","2/2081","42/28564",0.820853345287309,0.853770057610553,0.636120143888403,"Tfrc/Msh2",2
"GO:1903580","positive regulation of ATP metabolic process","2/2081","42/28564",0.820853345287309,0.853770057610553,0.636120143888403,"Zbtb20/Prkn",2
"GO:2000403","positive regulation of lymphocyte migration","2/2081","42/28564",0.820853345287309,0.853770057610553,0.636120143888403,"Nedd9/Abl1",2
"GO:0042775","mitochondrial ATP synthesis coupled electron transport","4/2081","77/28564",0.821332931372307,0.854149530753766,0.636402878693062,"Ndufa10/Ndufs6/Cox6c/Ndufs3",4
"GO:0002693","positive regulation of cellular extravasation","1/2081","23/28564",0.824569476712146,0.855841492560682,0.637663512019887,"Thy1",1
"GO:0006144","purine nucleobase metabolic process","1/2081","23/28564",0.824569476712146,0.855841492560682,0.637663512019887,"Adk",1
"GO:0009190","cyclic nucleotide biosynthetic process","1/2081","23/28564",0.824569476712146,0.855841492560682,0.637663512019887,"Adcy1",1
"GO:0018904","ether metabolic process","1/2081","23/28564",0.824569476712146,0.855841492560682,0.637663512019887,"Tmem86b",1
"GO:0030539","male genitalia development","1/2081","23/28564",0.824569476712146,0.855841492560682,0.637663512019887,"Bmp6",1
"GO:0044790","suppression of viral release by host","1/2081","23/28564",0.824569476712146,0.855841492560682,0.637663512019887,"Vapb",1
"GO:0045048","protein insertion into ER membrane","1/2081","23/28564",0.824569476712146,0.855841492560682,0.637663512019887,"Emc2",1
"GO:0048245","eosinophil chemotaxis","1/2081","23/28564",0.824569476712146,0.855841492560682,0.637663512019887,"Ccl11",1
"GO:0051043","regulation of membrane protein ectodomain proteolysis","1/2081","23/28564",0.824569476712146,0.855841492560682,0.637663512019887,"Apoe",1
"GO:0051204","protein insertion into mitochondrial membrane","1/2081","23/28564",0.824569476712146,0.855841492560682,0.637663512019887,"Tomm40",1
"GO:0070861","regulation of protein exit from endoplasmic reticulum","1/2081","23/28564",0.824569476712146,0.855841492560682,0.637663512019887,"Os9",1
"GO:0072202","cell differentiation involved in metanephros development","1/2081","23/28564",0.824569476712146,0.855841492560682,0.637663512019887,"Wnt4",1
"GO:0090231","regulation of spindle checkpoint","1/2081","23/28564",0.824569476712146,0.855841492560682,0.637663512019887,"Mad1l1",1
"GO:0140747","regulation of ncRNA transcription","1/2081","23/28564",0.824569476712146,0.855841492560682,0.637663512019887,"Myod1",1
"GO:0006720","isoprenoid metabolic process","5/2081","95/28564",0.830460404252666,0.861674007644856,0.642009155558803,"Pdss1/Abca4/Plb1/Cyp3a41a/Prmt3",5
"GO:0006959","humoral immune response","18/2081","299/28564",0.830644597433913,0.861674007644856,0.642009155558803,"Wap/Ccl11/Phb/Masp1/Tnfrsf21/Mbl2/Gata3/Fcnb/Hc/S100a9/Notch2/Svep1/Tac1/Gimap5/Gimap3/Klk7/Adm/Dmbt1",18
"GO:0032735","positive regulation of interleukin-12 production","2/2081","43/28564",0.830883399633903,0.861674007644856,0.642009155558803,"Plcb1/Irf8",2
"GO:0035883","enteroendocrine cell differentiation","2/2081","43/28564",0.830883399633903,0.861674007644856,0.642009155558803,"Bmp6/Bhlha15",2
"GO:0046365","monosaccharide catabolic process","2/2081","43/28564",0.830883399633903,0.861674007644856,0.642009155558803,"Pfkp/Foxk1",2
"GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response","2/2081","43/28564",0.830883399633903,0.861674007644856,0.642009155558803,"Nr4a3/Tlr7",2
"GO:1901136","carbohydrate derivative catabolic process","9/2081","160/28564",0.831954150471645,0.862664256318557,0.642746962094867,"Edem3/Npl/Man1a/Pnp2/Nudt18/Pde9a/Pglyrp2/Slc9a1/Btk",9
"GO:0071216","cellular response to biotic stimulus","21/2081","345/28564",0.832729480255793,0.863347945825087,0.643256359986479,"Sash1/Bcr/Prkca/Bmp6/Nuggc/Gsk3b/Slc12a2/Fbh1/Mir511/Abl1/Dab2ip/Sirpa/Lbp/Notch2/Zc3h12a/Tlr1/Gbp6/Mapk3/Irf8/Mir223/Btk",21
"GO:0006399","tRNA metabolic process","10/2081","176/28564",0.832942493744913,0.863448534109057,0.643331305497981,"Tyw5/Farsb/Cdkal1/Elp3/Thada/Tyw3/Rars2/Exosc10/Sars2/Tarbp1",10
"GO:0042773","ATP synthesis coupled electron transport","4/2081","79/28564",0.836339501583795,0.866580309739859,0.645664703755666,"Ndufa10/Ndufs6/Cox6c/Ndufs3",4
"GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","1/2081","24/28564",0.837360581402312,0.866580309739859,0.645664703755666,"Exosc10",1
"GO:0002115","store-operated calcium entry","1/2081","24/28564",0.837360581402312,0.866580309739859,0.645664703755666,"Srl",1
"GO:0002864","regulation of acute inflammatory response to antigenic stimulus","1/2081","24/28564",0.837360581402312,0.866580309739859,0.645664703755666,"Btk",1
"GO:0010878","cholesterol storage","1/2081","24/28564",0.837360581402312,0.866580309739859,0.645664703755666,"Ttc39b",1
"GO:0014075","response to amine","1/2081","24/28564",0.837360581402312,0.866580309739859,0.645664703755666,"Grin1",1
"GO:0021511","spinal cord patterning","1/2081","24/28564",0.837360581402312,0.866580309739859,0.645664703755666,"Rab23",1
