output_prefix	name	motif_id	cluster	total_tfbs	IF_mean_score	IF_bound	UF_mean_score	UF_bound	IF_UF_change	IF_UF_pvalue	IF_UF_highlighted
ASCL1_MA1631.2	ASCL1	MA1631.2	C_FIGLA	12491	0.06284	282	0.06633	312	-0.06737	7.75644E-47	False
ATF2_MA1632.2	ATF2	MA1632.2	C_FOSL1::JUN	10478	0.03477	132	0.03137	140	0.01518	3.12559E-03	False
ATF3_MA0605.3	ATF3	MA0605.3	C_FOSL1::JUN	4372	0.02414	38	0.03682	62	-0.1241	6.67516E-43	True
ATF4_MA0833.3	ATF4	MA0833.3	C_CEBPG	8233	0.06039	175	0.05992	208	-0.02767	5.12869E-16	False
ATF6_MA1466.2	ATF6	MA1466.2	C_CREB3	4383	0.08377	146	0.10279	168	-0.08795	1.33839E-41	True
ATF7_MA0834.2	ATF7	MA0834.2	C_FOSL1::JUN	3903	0.02417	35	0.03772	57	-0.11386	1.72853E-39	True
MAFK_MA0496.4	MAFK	MA0496.4	C_MAFG::NFE2L1	18357	0.07306	569	0.07202	510	-0.00064	4.20247E-01	False
BACH2_MA1101.3	BACH2	MA1101.3	C_FOSL1	12043	0.05116	268	0.04926	236	0.01149	5.93642E-05	False
BACH2_MA1470.2	BACH2	MA1470.2	C_BACH2	4367	0.02364	45	0.02533	47	-0.05453	5.85751E-20	False
BARHL1_MA0877.4	BARHL1	MA0877.4	C_BARHL1	3812	0.05933	81	0.06747	105	-0.09306	7.40779E-37	True
BARHL2_MA0635.2	BARHL2	MA0635.2	C_BARHL1	3812	0.05933	81	0.06747	105	-0.09306	7.40779E-37	True
BARX1_MA0875.2	BARX1	MA0875.2	C_RAX	7969	0.06064	179	0.05968	172	-0.02555	3.83263E-13	False
BARX2_MA1471.2	BARX2	MA1471.2	C_BARX2	6427	0.01621	44	0.01259	32	0.12948	8.74684E-33	True
BATF_MA1634.2	BATF	MA1634.2	C_FOSL1	15148	0.05162	340	0.04988	312	0.00513	3.91578E-03	False
BATFJUN_MA0462.3	BATF::JUN	MA0462.3	C_FOSL1	15148	0.05162	340	0.04988	312	0.00513	3.91578E-03	False
JUN_MA0488.2	JUN	MA0488.2	C_FOSL1::JUN	11274	0.03586	162	0.03737	170	-0.0406	1.27416E-16	False
BATF3_MA0835.3	BATF3	MA0835.3	C_FOSL1	15148	0.05162	340	0.04988	312	0.00513	3.91578E-03	False
BCL6_MA0463.3	BCL6	MA0463.3	C_BCL6	9449	0.04466	147	0.04039	149	-0.05438	2.65740E-28	False
BHLHE22_MA1635.2	BHLHE22	MA1635.2	C_Twist2	26214	0.03643	371	0.03488	351	-0.00343	4.15575E-01	False
BHLHE23_MA0817.2	BHLHE23	MA0817.2	C_ATOH7	2612	0.34128	235	0.3107	216	-0.02974	2.78629E-15	False
BHLHE40_MA0464.3	BHLHE40	MA0464.3	C_Mlxip	3536	0.04602	63	0.03517	44	0.00145	3.32869E-01	False
BNC2_MA1928.2	BNC2	MA1928.2	C_FOSL1	15148	0.05162	340	0.04988	312	0.00513	3.91578E-03	False
BSX_MA0876.2	BSX	MA0876.2	C_RAX	7969	0.06064	179	0.05968	172	-0.02555	3.83263E-13	False
CDX2_MA0465.3	CDX2	MA0465.3	C_Hoxd13	8661	0.08165	256	0.06788	217	0.02995	7.50817E-21	False
CDX4_MA1473.2	CDX4	MA1473.2	C_HOXA10	8714	0.16354	479	0.13504	387	0.04198	9.39723E-31	False
CEBPA_MA0102.5	CEBPA	MA0102.5	C_CEBPA	9644	0.07908	278	0.07181	271	-0.03093	7.84096E-22	False
CEBPB_MA0466.4	CEBPB	MA0466.4	C_CEBPA	2384	0.06237	56	0.06695	60	-0.03105	1.75172E-07	False
CEBPD_MA0836.3	CEBPD	MA0836.3	C_CEBPA	9395	0.06208	221	0.06045	214	-0.0391	6.35819E-18	False
CEBPE_MA0837.3	CEBPE	MA0837.3	C_CEBPA	2554	0.05684	56	0.05896	62	-0.04097	5.13471E-10	False
CEBPG_MA1636.2	CEBPG	MA1636.2	C_CEBPG	8973	0.07827	247	0.06941	260	-0.00947	1.30727E-04	False
CLOCK_MA0819.3	CLOCK	MA0819.3	C_Mlxip	3000	0.03903	46	0.03358	37	0.00526	2.48908E-02	False
CREB1_MA0018.5	CREB1	MA0018.5	C_FOSL1::JUN	12554	0.03518	173	0.03495	163	-0.00123	2.56638E-01	False
CREB3_MA0638.2	CREB3	MA0638.2	C_CREB3	3829	0.06376	87	0.05812	92	-0.02504	2.01377E-05	False
CREB3L1_MA0839.2	CREB3L1	MA0839.2	C_CREB3L1	4412	0.07578	138	0.07976	140	-0.05226	3.33877E-24	False
CREB3L4_MA1474.2	CREB3L4	MA1474.2	C_CREB3L4	4007	0.09233	149	0.08457	132	-0.00353	8.25316E-01	False
CREB3L4_MA1475.2	CREB3L4	MA1475.2	C_FOSL1::JUN	3983	0.02925	54	0.02634	45	0.03569	3.22612E-09	False
CREM_MA0609.3	CREM	MA0609.3	C_FOSL1::JUN	4845	0.03408	69	0.0373	79	-0.05426	2.88318E-19	False
CTCF_MA0139.2	CTCF	MA0139.2	C_CTCF	19035	0.0735	518	0.07768	572	-0.06403	1.70212E-53	False
CTCF_MA1929.2	CTCF	MA1929.2	C_CTCF	17080	0.14782	902	0.14185	856	-0.02776	1.47373E-29	False
CTCF_MA1930.2	CTCF	MA1930.2	C_CTCF	15116	0.21146	962	0.19468	886	-0.0007	1.31807E-01	False
CTCFL_MA1102.3	CTCFL	MA1102.3	C_CTCFL	12308	0.08924	426	0.10146	434	-0.08662	2.34554E-58	True
CUX1_MA0754.3	CUX1	MA0754.3	C_CUX1	1409	0.00964	5	0.01255	7	-0.14253	3.95527E-18	True
HOXB13_MA0901.3	HOXB13	MA0901.3	C_HOXB13	12922	0.03016	134	0.03155	132	-0.05847	1.04593E-31	False
CUX2_MA0755.2	CUX2	MA0755.2	C_CUX1	1398	0.01273	7	0.01365	7	-0.04639	4.34466E-03	False
DBP_MA0639.2	DBP	MA0639.2	C_DBP	3763	0.08109	127	0.08072	113	-0.0316	3.43915E-11	False
DLX1_MA0879.3	DLX1	MA0879.3	C_RAX	7969	0.06064	179	0.05968	172	-0.02555	3.83263E-13	False
DLX6_MA0882.2	DLX6	MA0882.2	C_RAX	7969	0.06064	179	0.05968	172	-0.02555	3.83263E-13	False
DMRT3_MA0610.2	DMRT3	MA0610.2	C_DMRT3	2869	0.33413	310	0.32343	273	0.01534	1.08694E-05	False
DMRTA1_MA1707.2	DMRTA1	MA1707.2	C_DMRTA1	6209	0.17218	377	0.14673	313	-0.00248	1.65032E-01	False
DMRTA2_MA1478.2	DMRTA2	MA1478.2	C_DMRTA2	12864	0.34277	1300	0.28869	1127	0.03126	3.54675E-38	False
DMRTC2_MA1479.2	DMRTC2	MA1479.2	C_DMRTC2	7056	0.05055	140	0.04191	130	0.05191	3.74305E-23	False
DPRX_MA1480.2	DPRX	MA1480.2	C_DPRX	3984	0.28277	311	0.23679	314	-0.01023	2.53660E-02	False
DRGX_MA1481.2	DRGX	MA1481.2	C_VAX2	4821	0.05167	103	0.04244	81	0.0847	4.34315E-31	True
E2F2_MA0864.3	E2F2	MA0864.3	C_E2F4	1501	0.02556	16	0.02434	13	-0.09097	6.04690E-08	True
E2F3_MA0469.4	E2F3	MA0469.4	C_E2F3	1012	0.00502	1	0.00985	5	-0.22633	4.56426E-18	True
ONECUT2_MA0756.3	ONECUT2	MA0756.3	C_ONECUT2	1320	0.08115	38	0.10678	43	-0.08179	6.63529E-20	True
E2F4_MA0470.3	E2F4	MA0470.3	C_E2F4	1581	0.03209	18	0.03379	19	-0.14054	1.45701E-28	True
E2F6_MA0471.3	E2F6	MA0471.3	C_E2F6	19097	0.22767	1504	0.23628	1505	-0.05119	2.97097E-62	True
E2F8_MA0865.3	E2F8	MA0865.3	C_E2F8	4906	0.0519	99	0.05702	114	-0.0943	2.78438E-41	True
EBF1_MA0154.5	EBF1	MA0154.5	C_EBF1	12509	0.72676	2234	0.69698	2074	-0.0197	2.68858E-31	False
EBF3_MA1637.2	EBF3	MA1637.2	C_EBF3	12109	0.23624	858	0.2257	835	-0.05972	5.16174E-60	False
EGR1_MA0162.5	EGR1	MA0162.5	C_EGR1	14591	0.12508	575	0.11355	535	-0.01798	2.48275E-17	False
EGR3_MA0732.2	EGR3	MA0732.2	C_EGR1	12024	0.15534	540	0.14025	485	0.00317	4.94895E-01	False
EGR4_MA0733.2	EGR4	MA0733.2	C_EGR1	11851	0.16129	588	0.14641	536	-0.0149	9.22579E-13	False
EHF_MA0598.4	EHF	MA0598.4	C_GABPA	34797	0.15719	2192	0.13149	1780	0.06518	1.29971E-83	True
ELF1_MA0473.4	ELF1	MA0473.4	C_GABPA	32421	0.15895	2032	0.133	1640	0.07672	6.76936E-82	True
ELF2_MA1483.3	ELF2	MA1483.3	C_ELF2	14680	0.19445	1077	0.18197	1029	-0.00546	1.92172E-02	False
ELF3_MA0640.3	ELF3	MA0640.3	C_GABPA	36823	0.15211	2230	0.12573	1802	0.07358	6.77526E-92	True
ELK1_MA0028.3	ELK1	MA0028.3	C_ETS1	8854	0.15668	563	0.167	547	-0.03179	1.54280E-25	False
EOMES_MA0800.2	EOMES	MA0800.2	C_TBX2	7195	0.07933	205	0.07478	196	-0.02822	1.00798E-15	False
ETV7_MA1708.2	ETV7	MA1708.2	C_GABPA	20307	0.17801	1461	0.15221	1193	0.0588	3.25900E-67	True
HOXA1_MA1495.2	HOXA1	MA1495.2	C_VAX2	4821	0.05167	103	0.04244	81	0.0847	4.34315E-31	True
ELK1HOXB13_MA1932.2	ELK1::HOXB13	MA1932.2	C_ELK1::HOXB13	7184	0.08779	250	0.09013	254	-0.05819	5.29526E-38	False
PAX1_MA0779.2	PAX1	MA0779.2	C_PAX9	3548	0.09661	127	0.10144	114	-0.032	1.91709E-11	False
PAX5_MA0014.4	PAX5	MA0014.4	C_PAX5	3289	0.22009	242	0.20945	224	0.0027	4.87622E-01	False
PAX9_MA0781.2	PAX9	MA0781.2	C_PAX9	3831	0.11865	143	0.11967	134	-0.0382	6.34612E-16	False
SPDEF_MA0686.2	SPDEF	MA0686.2	C_ELF2	6538	0.20383	497	0.20353	504	-0.0437	2.36349E-37	False
ELK1SREBF2_MA1933.2	ELK1::SREBF2	MA1933.2	C_ELK1::SREBF2	6660	0.35206	807	0.34063	745	-0.0121	3.11588E-11	False
SREBF2_MA0828.3	SREBF2	MA0828.3	C_BHLHE41	3073	0.04344	47	0.03213	38	0.04624	3.21401E-11	False
TEF_MA0843.2	TEF	MA0843.2	C_DBP	3646	0.09839	137	0.10001	135	-0.03082	5.16528E-10	False
ELK3_MA0759.3	ELK3	MA0759.3	C_ETS1	7328	0.2153	609	0.22872	586	-0.03057	2.26638E-24	False
ELK4_MA0076.3	ELK4	MA0076.3	C_GABPA	14510	0.14855	852	0.13502	763	0.01561	4.31155E-13	False
EMX1_MA0612.3	EMX1	MA0612.3	C_VAX2	4821	0.05167	103	0.04244	81	0.0847	4.34315E-31	True
EMX2_MA0886.2	EMX2	MA0886.2	C_VAX2	4821	0.05167	103	0.04244	81	0.0847	4.34315E-31	True
EN1_MA0027.3	EN1	MA0027.3	C_VAX2	4821	0.05167	103	0.04244	81	0.0847	4.34315E-31	True
EN2_MA0642.3	EN2	MA0642.3	C_PRRX2	3987	0.09673	126	0.09093	119	-0.00451	8.60568E-01	False
ERF_MA0760.2	ERF	MA0760.2	C_ETS1	10958	0.15396	680	0.14709	622	0.01095	1.81177E-07	False
ERFFIGLA_MA1934.2	ERF::FIGLA	MA1934.2	C_ETV5::FIGLA	10732	0.31462	1120	0.29312	1043	-0.00578	7.68316E-05	False
FIGLA_MA0820.2	FIGLA	MA0820.2	C_FIGLA	23498	0.03892	352	0.04558	380	-0.09324	6.04633E-67	True
ERFFOXI1_MA1935.2	ERF::FOXI1	MA1935.2	C_ETV2::FOXI1	25927	0.11755	1168	0.1138	1060	-0.00458	5.28902E-03	False
ERFFOXO1_MA1936.2	ERF::FOXO1	MA1936.2	C_ETV2::FOXI1	20418	0.09183	741	0.0863	681	0.00268	6.81975E-01	False
ERFHOXB13_MA1937.2	ERF::HOXB13	MA1937.2	C_ERF::HOXB13	7993	0.08609	265	0.075	208	0.03495	3.11007E-21	False
MAX_MA0058.4	MAX	MA0058.4	C_Mlxip	8289	0.05287	169	0.0422	135	-0.00251	7.52143E-01	False
ERFNHLH1_MA1938.2	ERF::NHLH1	MA1938.2	C_ERF::NHLH1	11246	0.18012	575	0.16164	565	-0.00707	2.28785E-01	False
NHLH1_MA0048.3	NHLH1	MA0048.3	C_Twist2	12999	0.03572	171	0.03602	192	-0.07665	4.41848E-46	False
ERFSREBF2_MA1939.2	ERF::SREBF2	MA1939.2	C_ERF::SREBF2	5098	0.11597	231	0.10429	207	0.05008	3.77565E-26	False
ESR1_MA0112.4	ESR1	MA0112.4	C_ESR2	6293	0.02227	53	0.02039	54	-0.01168	4.80250E-01	False
ESRRA_MA0592.4	ESRRA	MA0592.4	C_Nr1h3	11642	0.00478	23	0.00428	20	-0.03649	1.82685E-04	False
ESRRB_MA0141.4	ESRRB	MA0141.4	C_Nr1h3	9774	0.02318	85	0.02103	77	-0.02463	1.01612E-05	False
ESX1_MA0644.3	ESX1	MA0644.3	C_VAX2	3744	0.05756	81	0.04767	78	0.04948	1.32777E-14	False
ETS1_MA0098.4	ETS1	MA0098.4	C_ETS1	11467	0.1471	690	0.14677	639	-0.00405	5.22882E-04	False
ETS2_MA1484.2	ETS2	MA1484.2	C_ETS1	10622	0.17059	720	0.17163	668	-0.01298	4.53015E-11	False
ETV1_MA0761.3	ETV1	MA0761.3	C_GABPA	34087	0.11541	1522	0.10332	1305	0.03609	4.24438E-50	False
ETV2_MA0762.2	ETV2	MA0762.2	C_ETS1	12382	0.13016	635	0.11945	585	0.02593	4.62522E-22	False
ETV2DRGX_MA1940.2	ETV2::DRGX	MA1940.2	C_ETV5::DRGX	6612	0.1167	288	0.11295	299	-0.05265	4.22874E-35	False
ETV2FIGLA_MA1941.2	ETV2::FIGLA	MA1941.2	C_ETV5::FIGLA	11559	0.30647	1154	0.27823	1058	-0.00293	8.16918E-01	False
ETV2FOXI1_MA1942.2	ETV2::FOXI1	MA1942.2	C_ETV2::FOXI1	28203	0.18038	1789	0.16097	1632	0.01954	2.15050E-28	False
ETV2HOXB13_MA1943.2	ETV2::HOXB13	MA1943.2	C_ETV2::HOXB13	4909	0.09346	164	0.07974	144	0.06796	3.31950E-30	False
ETV3_MA0763.2	ETV3	MA0763.2	C_ETS1	7981	0.11765	404	0.11683	382	-0.01461	9.20149E-10	False
ETV4_MA0764.4	ETV4	MA0764.4	C_ETS1	9160	0.15773	587	0.16503	561	-0.03022	2.77761E-26	False
ETV5_MA0765.4	ETV5	MA0765.4	C_ETS1	6058	0.17565	435	0.18316	416	-0.03313	1.41661E-25	False
ETV5DRGX_MA1944.2	ETV5::DRGX	MA1944.2	C_ETV5::DRGX	9991	0.15887	565	0.14536	564	-0.01764	1.07675E-12	False
ETV5FIGLA_MA1945.2	ETV5::FIGLA	MA1945.2	C_ETV5::FIGLA	14821	0.18744	971	0.18119	928	-0.01062	2.69014E-08	False
ETV5FOXI1_MA1946.2	ETV5::FOXI1	MA1946.2	C_ETV2::FOXI1	18728	0.0878	613	0.08716	608	-0.02051	5.24575E-19	False
ETV5FOXO1_MA1947.2	ETV5::FOXO1	MA1947.2	C_ETV5::FOXO1	16962	0.09336	613	0.08134	498	0.03581	1.31309E-36	False
ETV5HOXA2_MA1948.2	ETV5::HOXA2	MA1948.2	C_ETV5::HOXA2	6624	0.15118	366	0.13774	332	-0.02159	1.16359E-18	False
HOXA2_MA0900.3	HOXA2	MA0900.3	C_VAX2	4821	0.05167	103	0.04244	81	0.0847	4.34315E-31	True
ETV6_MA0645.2	ETV6	MA0645.2	C_GABPA	18283	0.18284	1316	0.15306	1098	0.06755	5.19398E-68	True
EVX1_MA0887.2	EVX1	MA0887.2	C_VAX2	4821	0.05167	103	0.04244	81	0.0847	4.34315E-31	True
EVX2_MA0888.2	EVX2	MA0888.2	C_VAX2	4821	0.05167	103	0.04244	81	0.0847	4.34315E-31	True
FEV_MA0156.4	FEV	MA0156.4	C_ETS1	8479	0.14574	508	0.1509	489	-0.03511	4.90606E-30	False
FLI1_MA0475.3	FLI1	MA0475.3	C_ETS1	9768	0.14553	563	0.15143	548	-0.03836	1.83876E-26	False
FLI1DRGX_MA1949.2	FLI1::DRGX	MA1949.2	C_FLI1::DRGX	8598	0.10883	347	0.09112	309	0.04123	1.32545E-29	False
FLI1FOXI1_MA1950.2	FLI1::FOXI1	MA1950.2	C_ETV2::FOXI1	25112	0.12326	1119	0.11973	1047	-0.00984	2.34565E-09	False
FOS_MA0476.2	FOS	MA0476.2	C_FOSL1	16065	0.05194	328	0.04564	288	0.04576	1.32042E-35	False
FOS_MA1951.2	FOS	MA1951.2	C_FOSL1::JUN	5063	0.04569	98	0.04879	98	-0.04308	6.89281E-18	False
FOSJUN_MA0099.4	FOS::JUN	MA0099.4	C_FOSL1	15018	0.0774	463	0.07199	407	0.00969	2.08981E-06	False
FOSJUN_MA1126.2	FOS::JUN	MA1126.2	C_FOSL1::JUN	5850	0.03032	68	0.03906	92	-0.07497	2.55797E-25	False
FOSJUNB_MA1134.2	FOS::JUNB	MA1134.2	C_FOSL1	14543	0.06987	418	0.0663	372	0.01382	6.08466E-11	False
JUNB_MA1140.3	JUNB	MA1140.3	C_FOSL1::JUN	4624	0.04839	87	0.05442	103	-0.04476	1.13715E-16	False
JUNB_MA0490.3	JUNB	MA0490.3	C_FOSL1	16214	0.05834	408	0.05587	363	0.00518	2.11476E-03	False
FOSJUND_MA1141.2	FOS::JUND	MA1141.2	C_FOSL1	16525	0.07566	504	0.07093	445	0.0056	1.81661E-05	False
JUND_MA0492.2	JUND	MA0492.2	C_FOSL1::JUN	9721	0.04621	187	0.0408	160	0.04106	2.63910E-23	False
JUND_MA0491.3	JUND	MA0491.3	C_FOSL1	14848	0.0601	387	0.05775	339	0.00115	1.63296E-02	False
FOSBJUNB_MA1135.2	FOSB::JUNB	MA1135.2	C_FOSL1	14989	0.0815	479	0.07744	435	0.00375	9.52098E-02	False
FOSL1_MA0477.3	FOSL1	MA0477.3	C_FOSL1	16937	0.06173	448	0.05816	392	0.01382	5.23917E-07	False
FOSL1JUN_MA1128.2	FOSL1::JUN	MA1128.2	C_FOSL1	16761	0.0752	508	0.07077	452	0.00173	3.29090E-01	False
FOSL1JUNB_MA1137.2	FOSL1::JUNB	MA1137.2	C_FOSL1	15090	0.07189	435	0.0668	383	0.01189	1.16851E-06	False
FOSL1JUND_MA1142.2	FOSL1::JUND	MA1142.2	C_FOSL1	19166	0.04611	347	0.04067	310	0.01839	3.06881E-09	False
FOSL1JUND_MA1143.2	FOSL1::JUND	MA1143.2	C_FOSL1::JUND	6271	0.0179	42	0.01657	42	0.01907	2.41042E-02	False
FOSL2_MA0478.2	FOSL2	MA0478.2	C_FOSL1	19583	0.05526	440	0.04915	377	0.02358	2.96836E-21	False
FOSL2JUN_MA1130.2	FOSL2::JUN	MA1130.2	C_FOSL1	15279	0.077	478	0.07315	427	-0.00128	7.18145E-02	False
FOSL2JUN_MA1131.2	FOSL2::JUN	MA1131.2	C_FOSL1::JUN	6659	0.03445	92	0.03722	98	-0.03777	4.07477E-14	False
FOSL2JUNB_MA1138.2	FOSL2::JUNB	MA1138.2	C_FOSL1	15104	0.0814	482	0.07757	441	0.00102	1.47948E-02	False
FOSL2JUNB_MA1139.2	FOSL2::JUNB	MA1139.2	C_FOSL1::JUN	4795	0.02851	54	0.03724	76	-0.08291	1.48194E-24	True
FOSL2JUND_MA1144.2	FOSL2::JUND	MA1144.2	C_FOSL1	14146	0.07184	418	0.06816	372	0.01382	6.08466E-11	False
FOSL2JUND_MA1145.2	FOSL2::JUND	MA1145.2	C_FOSL1::JUN	6185	0.03387	85	0.03806	93	-0.03992	4.56167E-12	False
FOXA1_MA0148.5	FOXA1	MA0148.5	C_FOXD1	7802	0.1402	387	0.12622	344	-0.00636	4.87947E-04	False
FOXA2_MA0047.4	FOXA2	MA0047.4	C_FOXD1	7127	0.17638	407	0.17445	353	-0.00253	7.51053E-01	False
FOXA3_MA1683.2	FOXA3	MA1683.2	C_FOXD1	7327	0.15255	395	0.14673	351	-0.02214	1.74170E-19	False
FOXC2_MA0846.2	FOXC2	MA0846.2	C_FOXC2	16715	0.10952	600	0.09222	489	0.06031	8.50495E-53	False
FOXD1_MA0031.2	FOXD1	MA0031.2	C_FOXD1	4290	0.17432	267	0.16507	235	-0.01983	1.78313E-09	False
FOXD2_MA0847.4	FOXD2	MA0847.4	C_FOXE1	17646	0.05321	315	0.0471	296	0.01124	4.80140E-04	False
FOXD3_MA0041.3	FOXD3	MA0041.3	C_FOXD3	21594	0.02962	238	0.02653	214	0.02179	3.13867E-12	False
FOXE1_MA1487.3	FOXE1	MA1487.3	C_FOXE1	21348	0.07483	574	0.06214	484	0.04011	5.90848E-35	False
FOXF2_MA0030.2	FOXF2	MA0030.2	C_FOXD1	8546	0.13136	424	0.11983	358	0.00579	3.73823E-03	False
FOXH1_MA0479.2	FOXH1	MA0479.2	C_FOXH1	8834	0.10175	282	0.09029	255	-0.01862	1.95481E-06	False
FOXJ2ELF1_MA1952.2	FOXJ2::ELF1	MA1952.2	C_ETV2::FOXI1	27119	0.21217	2008	0.19338	1788	0.01237	2.19775E-18	False
PITX1_MA0682.3	PITX1	MA0682.3	C_RHOXF1	9948	0.04809	210	0.04117	164	0.04626	4.02309E-26	False
FOXK1_MA0852.3	FOXK1	MA0852.3	C_FOXD1	12761	0.12711	610	0.11989	518	-0.00517	1.15609E-04	False
FOXK2_MA1103.3	FOXK2	MA1103.3	C_FOXD1	9768	0.12818	482	0.1192	403	0.00035	3.33054E-01	False
FOXO1ELF1_MA1953.2	FOXO1::ELF1	MA1953.2	C_ETV2::FOXI1	22480	0.09648	845	0.09275	799	-0.00461	1.64313E-03	False
FOXO1ELK1_MA1954.2	FOXO1::ELK1	MA1954.2	C_ETV2::FOXI1	26525	0.09717	1010	0.09489	927	-0.0124	5.39185E-11	False
FOXO1ELK3_MA1955.2	FOXO1::ELK3	MA1955.2	C_ETV2::FOXI1	18459	0.08787	635	0.08831	617	-0.0304	1.91966E-37	False
FOXO1FLI1_MA1956.2	FOXO1::FLI1	MA1956.2	C_ETV2::FOXI1	21686	0.09181	749	0.0911	733	-0.01905	2.09396E-20	False
FOXP1_MA0481.4	FOXP1	MA0481.4	C_FOXD1	7327	0.15255	395	0.14673	351	-0.02214	1.74170E-19	False
FOXP2_MA0593.2	FOXP2	MA0593.2	C_FOXD1	17049	0.08371	542	0.07594	465	0.01804	5.51272E-14	False
GABPA_MA0062.4	GABPA	MA0062.4	C_GABPA	36339	0.14541	2018	0.12202	1678	0.05813	9.13716E-71	True
GATA1_MA0035.5	GATA1	MA0035.5	C_GATA1	2695	0.05992	65	0.05241	55	-0.01614	1.16843E-01	False
GATA1TAL1_MA0140.3	GATA1::TAL1	MA0140.3	C_GATA1::TAL1	7106	0.07845	211	0.07165	207	0.0005	6.47197E-02	False
GATA2_MA0036.4	GATA2	MA0036.4	C_GATA6	3562	0.15902	189	0.15562	180	-0.02254	3.61939E-12	False
GATA4_MA0482.3	GATA4	MA0482.3	C_GATA6	7002	0.18818	461	0.18167	430	0.0036	2.24030E-02	False
GATA5_MA0766.3	GATA5	MA0766.3	C_GATA6	4645	0.20231	307	0.19366	292	0.01587	1.51953E-07	False
GATA6_MA1104.3	GATA6	MA1104.3	C_GATA6	7926	0.15534	428	0.14872	389	0.015	5.39639E-07	False
GBX1_MA0889.2	GBX1	MA0889.2	C_PRRX2	3987	0.09673	126	0.09093	119	-0.00451	8.60568E-01	False
GBX2_MA0890.2	GBX2	MA0890.2	C_RAX	7969	0.06064	179	0.05968	172	-0.02555	3.83263E-13	False
GCM1_MA0646.2	GCM1	MA0646.2	C_GCM1	4269	0.1736	222	0.16796	201	0.01421	1.79256E-02	False
SOX2_MA0143.5	SOX2	MA0143.5	C_Sox7	4134	0.10706	172	0.10639	167	0.00572	6.81299E-01	False
GCM2_MA0767.2	GCM2	MA0767.2	C_GCM2	3462	0.14997	187	0.12202	173	-0.01064	1.30908E-02	False
GFI1_MA0038.3	GFI1	MA0038.3	C_Gfi1B	9455	0.16426	570	0.1444	492	0.0232	1.35185E-17	False
GLI3_MA1491.3	GLI3	MA1491.3	C_GLI3	7008	0.15746	411	0.13098	333	0.05045	1.19136E-41	False
GLIS1_MA0735.2	GLIS1	MA0735.2	C_GLIS1	4036	0.13135	206	0.13215	192	-0.04479	6.33511E-23	False
GRHL1_MA0647.2	GRHL1	MA0647.2	C_GRHL1	3472	0.08743	106	0.08725	102	-0.01194	2.02988E-03	False
GRHL2_MA1105.3	GRHL2	MA1105.3	C_GRHL2	8898	0.14157	397	0.12395	352	0.02464	1.46008E-19	False
GSC_MA0648.2	GSC	MA0648.2	C_RHOXF1	9948	0.04809	210	0.04117	164	0.04626	4.02309E-26	False
GSC2_MA0891.2	GSC2	MA0891.2	C_RHOXF1	9948	0.04809	210	0.04117	164	0.04626	4.02309E-26	False
GSX1_MA0892.2	GSX1	MA0892.2	C_VAX2	4821	0.05167	103	0.04244	81	0.0847	4.34315E-31	True
GSX2_MA0893.3	GSX2	MA0893.3	C_VAX2	3303	0.05947	70	0.04399	51	0.13422	5.72933E-42	True
TCF3_MA0522.4	TCF3	MA0522.4	C_FIGLA	8203	0.05002	137	0.0602	180	-0.12842	8.95467E-67	True
HAND2_MA1638.2	HAND2	MA1638.2	C_NEUROD1	28547	0.08441	905	0.07512	810	0.00043	7.98332E-01	False
HES1_MA1099.3	HES1	MA1099.3	C_HES1	4503	0.08239	154	0.06796	119	0.02974	8.47749E-12	False
HES2_MA0616.3	HES2	MA0616.3	C_HES1	4210	0.09631	151	0.08053	127	-0.00305	1.77277E-02	False
HESX1_MA0894.2	HESX1	MA0894.2	C_RAX	7969	0.06064	179	0.05968	172	-0.02555	3.83263E-13	False
HEY2_MA0649.2	HEY2	MA0649.2	C_HES1	4153	0.08271	135	0.06958	105	0.00375	3.27831E-02	False
HIC2_MA0738.2	HIC2	MA0738.2	C_HIC2	17260	0.03884	245	0.03833	250	-0.02808	3.63233E-20	False
HIF1A_MA1106.2	HIF1A	MA1106.2	C_HIF1A	7590	0.11407	327	0.10887	314	-0.04678	4.68065E-30	False
HINFP_MA0131.3	HINFP	MA0131.3	C_HINFP	3149	0.08387	103	0.0951	96	-0.03688	1.02720E-12	False
HLF_MA0043.4	HLF	MA0043.4	C_DBP	7446	0.06598	187	0.06176	178	-0.01507	8.33736E-04	False
HMBOX1_MA0895.2	HMBOX1	MA0895.2	C_HMBOX1	4309	0.09634	152	0.08502	134	0.02785	6.11824E-07	False
HNF1A_MA0046.3	HNF1A	MA0046.3	C_HNF1A	6380	0.01834	40	0.01613	36	-0.01249	2.09430E-02	False
HNF4A_MA1494.2	HNF4A	MA1494.2	C_HNF4A	8659	0.28703	783	0.28175	710	-0.00604	1.23953E-01	False
HNF4A_MA0114.5	HNF4A	MA0114.5	C_HNF4A	11474	0.00315	15	0.00251	12	0.10521	4.85443E-19	True
HNF4G_MA0484.3	HNF4G	MA0484.3	C_HNF4A	11474	0.00315	15	0.00251	12	0.10521	4.85443E-19	True
HOXA10_MA0899.2	HOXA10	MA0899.2	C_HOXA10	8737	0.10139	307	0.08579	259	0.03682	9.80358E-16	False
HOXA4_MA1496.2	HOXA4	MA1496.2	C_HOXD4	5029	0.13847	261	0.1169	225	0.03305	4.62380E-20	False
